station_prefix_id,prefix,station_name,station_type_id,city_id,city,cod_ibge,latitude,longitude,station_owner,ugrhi_id,ugrhi_name,ugrhi_cod,subugrhi_name,subugrhi_id,subugrhi_cod,transmission_type_name,measurement_gap,param_type,measurement_classification_type_id,public,qtd,value,read_value,max_value,min_value,min_date,max_date
928,1000870,São Bernardo do Campo (Estacao Billings - Pedras Montante),1,88,São Bernardo do Campo,3548708,-23.818286,-46.523205,SAISP,7,ALTO TIETÊ,6,Billings,75,63,WEBSERVICE,10,,3,True,6,74627.01666666666,,74627.70000000001,74625.0,2026-03-23T11:00:00.000Z,2026-03-23T11:50:00.000Z
931,1001635,São Paulo (Córrego Coruja),1,1,São Paulo,3550308,-23.551871,-46.695939,SAISP,7,ALTO TIETÊ,6,PinheirosxTietê até Barr. da Penha,77,65,WEBSERVICE,10,,3,True,6,73629.73333333334,,73630.2,73629.5,2026-03-23T11:00:00.000Z,2026-03-23T11:50:00.000Z
933,1001855,São Paulo (Córrego Itupu),1,1,São Paulo,3550308,-23.698483,-46.756156,SAISP,7,ALTO TIETÊ,6,Guarapiranga,74,64,WEBSERVICE,10,,3,True,6,74050.13333333335,,74051.09999999999,74049.2,2026-03-23T11:00:00.000Z,2026-03-23T11:50:00.000Z
1397,3E-121,Nazaré Paulista (Atibainha Montante),1,205,Nazaré Paulista,3532405,-23.095210165142227,-46.264628294396665,SP ÁGUAS,6,PIRACICABA / CAPIVARI / JUNDIAÍ,5,Rio Atibaia,68,51,WEBSERVICE,10,,3,True,6,113.83333333333333,3.301666666666667,113.99999999999999,113.5,2026-03-23T11:00:00.000Z,2026-03-23T11:50:00.000Z
1430,3E-122,Piracaia (Cachoeira Montante),1,518,Piracaia,3538600,-23.0064410852513,-46.2394592750586,SP ÁGUAS,6,PIRACICABA / CAPIVARI / JUNDIAÍ,5,Rio Atibaia,68,51,WEBSERVICE,10,,3,True,6,111.68333333333335,7.839666666666666,111.9,111.4,2026-03-23T11:00:00.000Z,2026-03-23T11:50:00.000Z
1493,81350000,Iporanga (Rua Ribeira de Iguape),1,403,Iporanga,3521200,-24.589166666666664,-48.595555555555556,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Baixo Ribeira,88,113,WEBSERVICE,15,,3,True,1,78.0,129.16,78.0,78.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
9457,61774200,Patrocinio Paulista (PCH Esmeril Montante 2),1,498,Patrocínio Paulista,3536307,-20.8533,-47.2669,ANA,8,SAPUCAÍ / GRANDE,8,Sapucaí,79,81,WEBSERVICE,15,,3,True,2,388.0,7.55,388.0,388.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
9459,61782100,Nuporanga (PCH Dourados Jusante),1,476,Nuporanga,3533601,-20.6436,-47.6753,ANA,8,SAPUCAÍ / GRANDE,8,Sapucaí,79,81,WEBSERVICE,15,,3,True,1,420.0,179.44,420.0,420.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
9466,81169550,Ribeira (PCH Catas Altas I Jusante),1,636,Ribeira,3542800,-24.6114,-49.1267,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Baixo Ribeira,88,113,WEBSERVICE,30,,3,True,2,19.5,3.2800000000000002,20.0,19.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
9480,62693000,Americana (UHE Jusante),1,23,Americana,3501608,-22.6967,-47.2878,ANA,6,PIRACICABA / CAPIVARI / JUNDIAÍ,5,Rio Atibaia,68,51,WEBSERVICE,60,,3,True,1,439.0,40.66,439.0,439.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
9482,61775000,Patrocínio Paulista (PCH Esmeril Jusante),1,498,Patrocínio Paulista,3536307,-20.8414,-47.3139,ANA,8,SAPUCAÍ / GRANDE,8,Sapucaí,79,81,WEBSERVICE,15,,3,True,1,435.0,10.6,435.0,435.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
9486,61774600,Patrocínio Paulista (PCH Esmeril Montante 1),1,498,Patrocínio Paulista,3536307,-20.8411,-47.2942,ANA,8,SAPUCAÍ / GRANDE,8,Sapucaí,79,81,WEBSERVICE,15,,3,True,2,608.0,0.33,608.0,608.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
9490,81501000,Juquiá (UHE Salto do Iporanga Jusante),1,437,Juquiá,3526100,-24.1094,-47.6861,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Alto Juquiá,92,112,WEBSERVICE,30,,3,True,1,966.0,8.44,966.0,966.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
9500,61833000,Ribeirão Preto (UHE Água Vermelha),1,53,Ribeirão Preto,3543402,-21.1017,-47.7586,ANA,21,PARDO,4,Ribeirão Preto,22,45,WEBSERVICE,15,,3,True,1,158.0,233.85,158.0,158.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
9508,81499080,Juquiá (PCH Serraria Barramento),1,437,Juquiá,3526100,-24.1519,-47.5481,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Alto Juquiá,92,112,WEBSERVICE,60,,3,True,1,8223.0,,8223.0,8223.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
9521,62681000,Campinas (UHE Americana Montante Desembargador Furtado),1,330,Campinas,3509502,-22.7756,-46.9931,ANA,6,PIRACICABA / CAPIVARI / JUNDIAÍ,5,Rio Atibaia,68,51,WEBSERVICE,15,,3,True,1,145.0,45.32,145.0,145.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
9525,62727500,Macatuba (PCH Lençóis Jusante),1,166,Macatuba,3528007,-22.5131,-48.6439,ANA,13,TIETÊ / JACARÉ,13,Rio Tietê / Rio Lençóis,98,137,WEBSERVICE,30,,3,True,2,299.5,12.559999999999999,300.0,299.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
9531,61772000,Santo Antônio da Alegria (PCH Dourados),1,641,Santo Antônio da Alegria,3547908,-21.0856,-47.1494,ANA,8,SAPUCAÍ / GRANDE,8,Sapucaí,79,81,WEBSERVICE,15,,3,True,2,247.0,17.54,247.0,247.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
9536,62679000,Campinas (PCH Salto Grande Jusante),1,330,Campinas,3509502,-22.93,-46.8989,ANA,6,PIRACICABA / CAPIVARI / JUNDIAÍ,5,Rio Atibaia,68,51,WEBSERVICE,15,,3,True,2,337.0,36.97,337.0,337.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
9538,62605100,Morungaba (PCH Jaguari Montante),1,199,Morungaba,3532009,-22.8617,-46.7267,ANA,6,PIRACICABA / CAPIVARI / JUNDIAÍ,5,Rio Jaguari,66,53,WEBSERVICE,15,,3,True,2,267.0,17.51,267.0,267.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
9545,81500080,Juquiá (UHE Salto do Iporanga Barramento),1,437,Juquiá,3526100,-24.1,-47.7189,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Alto Juquiá,92,112,WEBSERVICE,15,,3,True,1,27863.0,,27863.0,27863.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
9551,62606000,Pedreira (PCH Jaguari Jusante),1,507,Pedreira,3537107,-22.8185,-46.8845,ANA,6,PIRACICABA / CAPIVARI / JUNDIAÍ,5,Rio Jaguari,66,53,WEBSERVICE,15,,3,True,2,209.0,18.475,210.0,208.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
9554,62726800,Macatuba (PCH Lençois Montante 2),1,166,Macatuba,3528007,-22.5953,-48.6997,ANA,13,TIETÊ / JACARÉ,13,Rio Tietê / Rio Lençóis,98,137,WEBSERVICE,30,,3,True,1,461.0,6.95,461.0,461.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14437,81498080,Tapiraí (UHE Alecrim Barramento),1,613,Tapiraí,3553500,-24.0814,-47.4767,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Alto Juquiá,92,112,WEBSERVICE,30,,3,True,1,23664.0,29.7,23664.0,23664.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14442,61997000,Pedranópolis (UHE Água Vermelha Vila Alves),1,505,Pedranópolis,3536901,-20.1772,-50.0275,ANA,22,TURVO / GRANDE,15,Ribeirão do Marinheiro,107,159,WEBSERVICE,15,,3,True,2,180.0,8.22,180.0,180.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
14461,81499200,Piedade (UHE Jurupará Jusante),1,237,Piedade,3537800,-23.9722,-47.3872,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Alto Juquiá,92,112,WEBSERVICE,30,,3,True,1,139.0,2.72,139.0,139.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14462,62596150,Bragança Paulista (PCH Jaguari Montante 2),1,312,Bragança Paulista,3507605,-22.9064,-46.5169,ANA,6,PIRACICABA / CAPIVARI / JUNDIAÍ,5,Rio Jaguari,66,53,WEBSERVICE,15,,3,True,3,337.0,3.69,337.0,337.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14473,81497080,Tapiraí (PCH Porto Raso Barramento),1,613,Tapiraí,3553500,-24.0625,-47.4158,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Alto Juquiá,92,112,WEBSERVICE,30,,3,True,1,30585.0,18.59,30585.0,30585.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14477,62790080,Ibitinga (UHE Barramento),1,393,Ibitinga,3519600,-21.7575,-48.9914,ANA,15,TIETÊ / BATALHA,16,Rio Batalha,115,162,WEBSERVICE,15,,3,True,3,40392.0,1004.9,40392.0,40392.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14480,81496080,Tapiraí (UHE Barra Barramento),1,613,Tapiraí,3553500,-24.025,-47.3567,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Alto Juquiá,92,112,WEBSERVICE,30,,3,True,1,39972.0,,39972.0,39972.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14491,61810800,Caconde (UHE Euclides da Cunha Rio Bom Jesus),1,323,Caconde,3508702,-21.530555555555555,-46.617777777777775,ANA,21,PARDO,4,Alto Pardo,26,41,WEBSERVICE,15,,3,True,2,177.5,5.1,178.0,177.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
14496,61819080,São José do Rio Pardo (UHE Limoeira Barramento),1,590,São José do Rio Pardo,3549706,-21.6253,-47.0094,ANA,21,PARDO,4,Rio Tambaú,25,42,WEBSERVICE,15,,3,True,3,57246.666666666664,80.0,57247.0,57246.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14499,64100000,Ribeirão Branco (PCH Corredeira do Capote Barramento),1,638,Ribeirão Branco,3543006,-24.1692,-48.7131,ANA,14,ALTO PARANAPANEMA,14,Rio Apiaí / Guaçu,102,143,WEBSERVICE,60,,3,True,1,78250.0,,78250.0,78250.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14502,61811080,Caconde (UHE Barramento),1,323,Caconde,3508702,-21.575,-46.6233333,ANA,21,PARDO,4,Alto Pardo,26,41,WEBSERVICE,15,,3,True,3,85439.66666666667,33.6,85441.0,85439.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14504,81491080,Juquitiba (UHE França Barramento),1,438,Juquitiba,3526209,-23.9406,-47.1944,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Alto Juquiá,92,112,WEBSERVICE,30,,3,True,1,63963.0,,63963.0,63963.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14508,81499100,Piedade (UHE Jurupara Barramento),1,237,Piedade,3537800,-23.9622,-47.3897,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Alto Juquiá,92,112,WEBSERVICE,30,,3,True,1,62278.0,,62278.0,62278.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14514,62560000,Laranjal Paulista (Estrada Vicinal Alexandre Antonio Carpim),1,440,Laranjal Paulista,3526407,-22.9575,-47.8208,ANA,10,TIETÊ / SOROCABA,10,Médio Tietê Inferior,85,105,WEBSERVICE,15,,3,True,2,235.0,203.63,235.0,235.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
14515,64101000,Ribeirão Branco (PCH Corredeira do Capote Jusante),1,638,Ribeirão Branco,3543006,-24.1683,-48.7142,ANA,14,ALTO PARANAPANEMA,14,Rio Apiaí / Guaçu,102,143,WEBSERVICE,60,,3,True,1,263.0,10.32,263.0,263.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14519,62510100,Votorantim (UHE Itupararanga Jusante),1,266,Votorantim,3557006,-23.5903,-47.4161,ANA,10,TIETÊ / SOROCABA,10,Sorocaba-Pirajibú,86,102,WEBSERVICE,15,,3,True,1,329.0,5.29,329.0,329.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14522,62473200,Ibiuna (UHE Itupararanga Montante 1),1,156,Ibiúna,3519709,-23.6411,-47.1633,ANA,10,TIETÊ / SOROCABA,10,Alto Sorocaba,116,101,WEBSERVICE,30,,3,True,2,1146.0,6.33,1146.0,1146.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14546,81491100,Juquitiba (UHE França Jusante),1,438,Juquitiba,3526209,-23.948333333333334,-47.1975,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Alto Juquiá,92,112,WEBSERVICE,15,,3,True,1,233.0,9.83,233.0,233.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14547,61872200,Espírito Santo do Pinhal (PCH Eloy Chaves Jusante),1,363,Espírito Santo do Pinhal,3515186,-22.2758,-46.7453,ANA,9,MOGI-GUAÇU,9,Alto Mogi,82,91,WEBSERVICE,15,,3,True,2,186.5,31.325000000000003,187.0,186.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14548,61816200,São José do Rio Pardo (PCH Rio do Peixe Barramento),1,590,São José do Rio Pardo,3549706,-21.6264,-46.79,ANA,21,PARDO,4,Alto Pardo,26,41,WEBSERVICE,60,,3,True,1,85966.0,,85966.0,85966.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14549,64105000,Itapeva (PCH Salto da Barra Barramento),1,277,Itapeva,3522406,-24.0644,-48.7269,ANA,14,ALTO PARANAPANEMA,14,Rio Apiaí / Guaçu,102,143,WEBSERVICE,60,,3,True,1,71464.0,,71464.0,71464.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14567,62019700,Auriflama (UHE Ilha Solteira Fazenda Palmeirinha),1,291,Auriflama,3504206,-20.5233,-50.5922,ANA,17,SÃO JOSÉ DOS DOURADOS,18,Ribeirão Marimbondo / São José dos Dourados,11,183,WEBSERVICE,60,,3,True,1,395.0,38.37,395.0,395.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14571,61818080,São José do Rio Pardo (UHE Euclides da Cunha Barramento),1,590,São José do Rio Pardo,3549706,-21.6014,-46.9494,ANA,21,PARDO,4,Rio Tambaú,25,42,WEBSERVICE,15,,3,True,2,66400.5,71.0,66401.0,66400.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
14575,62705000,Piracicaba (UHE Barra Bonita),1,519,Piracicaba,3538709,-22.7253,-47.6594,ANA,6,PIRACICABA / CAPIVARI / JUNDIAÍ,5,Alto Piracicaba,28,54,WEBSERVICE,15,,3,True,1,260.0,174.85,260.0,260.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14578,64278500,Ourinhos (UHE Jusante),1,79,Ourinhos,3534708,-23.0714,-49.8464,ANA,16,MÉDIO PARANAPANEMA,17,Rio Pardo,39,171,WEBSERVICE,30,,3,True,1,527.0,101.87,527.0,527.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14584,61783445,São Joaquim da Barra (PCH Palmeiras Barramento),1,587,São Joaquim da Barra,3549409,-20.5481,-47.8136,ANA,8,SAPUCAÍ / GRANDE,8,Sapucaí,79,81,WEBSERVICE,60,,3,True,1,55535.0,198.0,55535.0,55535.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14585,62671200,Atibaia (PCH Salto Grande Montante),1,82,Atibaia,3504107,-23.1058,-46.5958,ANA,6,PIRACICABA / CAPIVARI / JUNDIAÍ,5,Rio Atibaia,68,51,WEBSERVICE,15,,3,True,3,357.0,31.600000000000005,357.0,357.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14586,64099000,Ribeirão Branco (PCH Corredeira do Capote Ribeirão Branco),1,638,Ribeirão Branco,3543006,-24.1886,-48.7297,ANA,14,ALTO PARANAPANEMA,14,Rio Apiaí / Guaçu,102,143,WEBSERVICE,60,,3,True,1,141.0,0.46,141.0,141.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14589,61991000,Riolândia (UHE Água Vermelha Porto Pontal),1,557,Riolândia,3544202,-20.1664,-49.6536,ANA,22,TURVO / GRANDE,15,Baixo Turvo / Tomazinho,108,157,WEBSERVICE,15,,3,True,2,277.5,160.265,278.0,277.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
14595,61783450,São Joaquim da Barra (PCH Palmeiras Jusante),1,587,São Joaquim da Barra,3549409,-20.55,-47.8153,ANA,8,SAPUCAÍ / GRANDE,8,Sapucaí,79,81,WEBSERVICE,60,,3,True,1,383.0,206.94,383.0,383.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14612,61880000,Itapira (UHE Mogi-Guaçu Rio Peixe),1,416,Itapira,3522604,-22.3858,-46.7947,ANA,9,MOGI-GUAÇU,9,Alto Mogi,82,91,WEBSERVICE,15,,3,True,2,609.0,28.87,609.0,609.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
14617,62690500,Paulínia (UHE Americana Montante),1,500,Paulínia,3536505,-22.7447,-47.1492,ANA,6,PIRACICABA / CAPIVARI / JUNDIAÍ,5,Rio Atibaia,68,51,WEBSERVICE,15,,3,True,3,398.6666666666667,57.51,399.0,398.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14638,64221000,Piraju (UHE Paranapanema Barramento),1,520,Piraju,3538808,-23.1869,-49.3842,ANA,14,ALTO PARANAPANEMA,14,Usina de Xavantes,37,147,WEBSERVICE,60,,3,True,1,50484.0,,50484.0,50484.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14648,61812000,Caconde (UHE Euclides da Cunha abaixo de Caconde),1,323,Caconde,3508702,-21.5583,-46.6583,ANA,21,PARDO,4,Alto Pardo,26,41,WEBSERVICE,15,,3,True,2,150.0,47.66,150.0,150.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
14650,62729080,Barra Bonita (UHE Barramento),1,301,Barra Bonita,3505302,-22.5194,-48.5344,ANA,10,TIETÊ / SOROCABA,10,Médio Tietê Inferior,85,105,WEBSERVICE,15,,3,True,3,45111.333333333336,569.0,45112.0,45111.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14652,61898500,Pirassununga (PCH Emas Nova Montante Sítio Agroceres),1,525,Pirassununga,3539301,-21.9269,-47.3253,ANA,9,MOGI-GUAÇU,9,Alto Mogi,82,91,WEBSERVICE,60,,3,True,1,310.0,246.06,310.0,310.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14664,62752000,Bocaína (UHE Ibitinga Invernada Recreio),1,304,Bocaina,3506805,-22.0756,-48.4836,ANA,13,TIETÊ / JACARÉ,13,Baixo / Médio  Jacaré-Pepira,101,135,WEBSERVICE,15,,3,True,2,203.0,51.99,203.0,203.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
14666,61909100,São Carlos (PCH Capão Preto Jusante),1,582,São Carlos,3548906,-21.7833,-47.7906,ANA,9,MOGI-GUAÇU,9,Médio Mogi Superior,81,93,WEBSERVICE,30,,3,True,1,287.0,5.4,287.0,287.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14667,61776900,Batatais (PCH Dourados Montante),1,109,Batatais,3505906,-20.7694,-47.4667,ANA,8,SAPUCAÍ / GRANDE,8,Sapucaí,79,81,WEBSERVICE,15,,3,True,2,557.5,115.59,558.0,557.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
14671,61816500,São José do Rio Pardo (PCH Rio do Peixe Jusante),1,590,São José do Rio Pardo,3549706,-21.6206,-46.7967,ANA,21,PARDO,4,Alto Pardo,26,41,WEBSERVICE,15,,3,True,2,63.5,2.57,64.0,63.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14673,61884080,Mogi Guaçu (UHE Barramento),1,49,Mogi Guaçu,3530706,-22.3797,-46.9006,ANA,9,MOGI-GUAÇU,9,Alto Mogi,82,91,WEBSERVICE,15,,3,True,2,59852.0,79.4,59852.0,59852.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
14681,63995080,Rosana (UHE Porto Primavera Barramento),1,558,Rosana,3544251,-22.4817,-52.9564,ANA,20,PONTAL DO PARANAPANEMA,22,Vertentes do Paraná,55,224,WEBSERVICE,60,,3,True,3,25728.333333333332,,25729.0,25727.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14698,64115000,Itapeva (PCH Santa Maria Jusante),1,277,Itapeva,3522406,-24.0178,-48.7242,ANA,14,ALTO PARANAPANEMA,14,Rio Apiaí / Guaçu,102,143,WEBSERVICE,60,,3,True,1,45.0,9.83,45.0,45.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14705,61820000,Mococa (UHE Limoeiro Jusante),1,458,Mococa,3530508,-21.6236,-47.0353,ANA,21,PARDO,4,Rio Tambaú,25,42,WEBSERVICE,15,,3,True,2,205.0,82.05,205.0,205.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
14710,64105800,Itapeva (PCH Salto da Barra Jusante),1,277,Itapeva,3522406,-24.0625,-48.7244,ANA,14,ALTO PARANAPANEMA,14,Rio Apiaí / Guaçu,102,143,WEBSERVICE,60,,3,True,1,273.0,10.34,273.0,273.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14721,62776800,Gavião Peixoto (UHE Ibitinga),1,19,Gavião Peixoto,3516853,-21.849166666666665,-48.49166666666667,ANA,13,TIETÊ / JACARÉ,13,Baixo Jacaré-Guaçu,100,133,WEBSERVICE,15,,3,True,1,161.0,36.09,161.0,161.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14723,64221500,Piraju (UHE Paranapanema Jusante),1,520,Piraju,3538808,-23.1789,-49.3922,ANA,14,ALTO PARANAPANEMA,14,Usina de Xavantes,37,147,WEBSERVICE,60,,3,True,1,686.0,141.85,686.0,686.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14740,61815850,São José do Rio Pardo (PCH João Baptista de Lima Figueiredo Barramento),1,590,São José do Rio Pardo,3549706,-21.5844,-46.7475,ANA,21,PARDO,4,Alto Pardo,26,41,WEBSERVICE,30,,3,True,2,72630.5,,72631.0,72630.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14761,64270080,Chavantes (UHE Barramento),1,282,Chavantes,3557204,-23.1281,-49.7317,ANA,16,MÉDIO PARANAPANEMA,17,Rio Pardo,39,171,WEBSERVICE,60,,3,True,1,46915.0,120.4,46915.0,46915.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14771,62512050,Votorantim (PCH Santa Helena Barramento),1,266,Votorantim,3557006,-23.5772,-47.4386,ANA,10,TIETÊ / SOROCABA,10,Sorocaba-Pirajibú,86,102,WEBSERVICE,30,,3,True,1,60938.0,,60938.0,60938.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14775,62776580,Boa Esperança do Sul (PCH Gavião Peixoto Montante 1),1,303,Boa Esperança do Sul,3506706,-21.8558,-48.3869,ANA,13,TIETÊ / JACARÉ,13,Médio Jacaré-Guaçu,30,132,WEBSERVICE,30,,3,True,2,218.0,44.885000000000005,220.0,216.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14787,62776780,Gavião Peixoto (PCH Jusante),1,19,Gavião Peixoto,3516853,-21.8503,-48.4892,ANA,13,TIETÊ / JACARÉ,13,Baixo Jacaré-Guaçu,100,133,WEBSERVICE,30,,3,True,1,175.0,59.25,175.0,175.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14801,62472800,Ibiúna (UHE Itupararanga Montante 2),1,156,Ibiúna,3519709,-23.7197,-47.1872,ANA,10,TIETÊ / SOROCABA,10,Alto Sorocaba,116,101,WEBSERVICE,30,,3,True,2,862.0,0.88,862.0,862.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14810,64219200,Piraju (UHE Jusante),1,520,Piraju,3538808,-23.1603,-49.3786,ANA,14,ALTO PARANAPANEMA,14,Usina de Xavantes,37,147,WEBSERVICE,30,,3,True,1,433.0,98.72,433.0,433.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14815,81495080,Ibiúna (UHE Fumaça Barramento),1,156,Ibiúna,3519709,-24.0075,-47.2639,ANA,11,RIBEIRA DE IGUAPE / LITORAL,11,Alto Juquiá,92,112,WEBSERVICE,30,,3,True,1,53048.0,,53048.0,53048.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14828,61815900,São José do Rio Pardo (PCH João Baptista de Lima Figueiredo Jusante),1,590,São José do Rio Pardo,3549706,-21.5811,-46.7469,ANA,21,PARDO,4,Alto Pardo,26,41,WEBSERVICE,30,,3,True,2,575.0,51.05,575.0,575.0,2026-03-23T11:00:00.000Z,2026-03-23T11:30:00.000Z
14829,61783100,São João da Bela Vista (PCH São Joaquim Montente 1),1,588,São José da Bela Vista,3549508,-20.6042,-47.7392,ANA,8,SAPUCAÍ / GRANDE,8,Sapucaí,79,81,WEBSERVICE,15,,3,True,1,645.0,214.72,645.0,645.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14835,62776450,Araraquara (PCH Gavião Peixoto Montante 2),1,135,Araraquara,3503208,-21.915,-48.2317,ANA,13,TIETÊ / JACARÉ,13,Médio Jacaré-Guaçu,30,132,WEBSERVICE,30,,3,True,1,428.0,20.46,428.0,428.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14836,61740080,Igarapava (UHE Barramento),1,159,Igarapava,3520103,-19.9922,-47.7583,ANA,8,SAPUCAÍ / GRANDE,8,Carmo,80,82,WEBSERVICE,60,,3,True,1,51218.0,587.0,51218.0,51218.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14841,64098000,Ribeirão Branco (PCH Corredeira do Capote Montante),1,638,Ribeirão Branco,3543006,-24.2133,-48.7061,ANA,14,ALTO PARANAPANEMA,14,Rio Apiaí / Guaçu,102,143,WEBSERVICE,60,,3,True,1,394.0,6.59,394.0,394.0,2026-03-23T11:00:00.000Z,2026-03-23T11:00:00.000Z
14842,61813000,Caconde (UHE Jusante),1,323,Caconde,3508702,-21.5619,-46.6411,ANA,21,PARDO,4,Alto Pardo,26,41,WEBSERVICE,15,,3,True,2,155.0,38.24,155.0,155.0,2026-03-23T11:00:00.000Z,2026-03-23T11:15:00.000Z
